Pokedex Number,Pokemon Name,Classification,Legendary Type,Height,Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Games of Origin,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth Name,Experience Growth Total,Experience Yield,Base Happiness,Health Base Stat,Attack Base Stat,Defense Base Stat,Special Attack Base Stat,Special Defense Base Stat,Speed Base Stat,Primary Egg Group,Secondary Egg Group,Cycle Count,Pre-Evolution Pokedex Number,Evolution Method,Evolution Details,Original Pokemon,Form Name
534,Conkeldurr,Muscular Pokemon,,1.4,87,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,75,25,Black / White,0,3,0,0,0,0,45,Medium Slow,1059860,227,70,105,140,95,55,65,45,Human-Like,,20,533,Trade,,,
217,Ursaring,Hibernator Pokemon,,1.8,125.8,Normal,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Quick Feet,Boosts the Speed stat if the Pokemon has a status condition.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Gold / Silver / Crystal,0,2,0,0,0,0,60,Medium Fast,1000000,175,70,90,130,75,75,75,55,Field,,20,216,Level Up,Level 30,,
66,Machop,Superpower Pokemon,,0.8,19.5,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,75,25,Red / Blue / Yellow,0,1,0,0,0,0,180,Medium Slow,1059860,61,70,70,80,50,35,35,35,Human-Like,,20,,,,,
67,Machoke,Superpower Pokemon,,1.5,70.5,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,75,25,Red / Blue / Yellow,0,2,0,0,0,0,90,Medium Slow,1059860,142,70,80,100,70,50,60,45,Human-Like,,20,66,Level Up,Level 28,,
68,Machamp,Superpower Pokemon,,1.6,130,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,No Guard,The Pokemon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,75,25,Red / Blue / Yellow,0,3,0,0,0,0,45,Medium Slow,1059860,227,70,90,130,80,65,85,55,Human-Like,,20,67,Trade,,,
700,Sylveon,Interwining Pokemon,,1,23.5,Fairy,,Cute Charm,Contact with the Pokemon may cause infatuation.,,,Pixilate,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,87.5,12.5,X / Y,0,0,0,0,2,0,45,Medium Fast,1000000,184,70,95,65,65,110,130,60,Field,,35,133,Level Up,Have Two Levels Of Affection And Knowing A Fairy Move,,
174,Igglybuff,Balloon Pokemon,,0.3,1,Normal,Fairy,Cute Charm,Contact with the Pokemon may cause infatuation.,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Friend Guard,Reduces damage done to allies.,25,75,Gold / Silver / Crystal,1,0,0,0,0,0,170,Fast,800000,42,70,90,30,15,40,20,15,Undiscovered,,10,,,,,
39,Jigglypuff,Balloon Pokemon,,0.5,5.5,Normal,Fairy,Cute Charm,Contact with the Pokemon may cause infatuation.,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Friend Guard,Reduces damage done to allies.,25,75,Red / Blue / Yellow,2,0,0,0,0,0,170,Fast,800000,95,70,115,45,20,45,25,20,Fairy,,10,174,Level Up With High Friendship,,,
40,Wigglytuff,Balloon Pokemon,,1,12,Normal,Fairy,Cute Charm,Contact with the Pokemon may cause infatuation.,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",25,75,Red / Blue / Yellow,3,0,0,0,0,0,50,Fast,800000,196,70,140,70,45,85,50,45,Fairy,,10,39,Evolutionary Stone,Moon Stone,,
428,Lopunny,Rabbit Pokemon,,1.2,33.3,Normal,,Cute Charm,Contact with the Pokemon may cause infatuation.,Klutz,The Pokemon can't use any held items.,Limber,Its limber body protects the Pokemon from paralysis.,50,50,Diamond / Pearl,0,0,0,0,0,2,60,Medium Fast,1000000,168,140,65,76,84,54,96,105,Field,Human-Like,20,427,Level Up With High Friendship,,,
36,Clefable,Fairy Pokemon,,1.3,40,Fairy,,Cute Charm,Contact with the Pokemon may cause infatuation.,Magic Guard,The Pokemon only takes damage from attacks.,Unaware,"When attacking, the Pokemon ignores the target Pokemon's stat changes.",25,75,Red / Blue / Yellow,3,0,0,0,0,0,25,Fast,800000,217,140,95,70,73,95,90,60,Fairy,,10,35,Evolutionary Stone,Moon Stone,,
173,Cleffa,Star Shape Pokemon,,0.3,3,Fairy,,Cute Charm,Contact with the Pokemon may cause infatuation.,Magic Guard,The Pokemon only takes damage from attacks.,Friend Guard,Reduces damage done to allies.,25,75,Gold / Silver / Crystal,0,0,0,0,1,0,150,Fast,800000,44,140,50,25,28,45,55,15,Undiscovered,,10,,,,,
35,Clefairy,Fairy Pokemon,,0.6,7.5,Fairy,,Cute Charm,Contact with the Pokemon may cause infatuation.,Magic Guard,The Pokemon only takes damage from attacks.,Friend Guard,Reduces damage done to allies.,25,75,Red / Blue / Yellow,2,0,0,0,0,0,150,Fast,800000,113,140,70,45,48,60,65,35,Fairy,,10,173,Level Up With High Friendship,,,
300,Skitty,Kitten Pokemon,,0.6,11,Normal,,Cute Charm,Contact with the Pokemon may cause infatuation.,Normalize,All the Pokemon's moves become Normal type. The power of those moves is boosted a little.,Wonder Skin,Makes status moves more likely to miss.,25,75,Ruby / Sapphire,0,0,0,0,0,1,255,Fast,800000,52,70,50,45,45,35,35,50,Field,Fairy,15,,,,,
301,Delcatty,Prim Pokemon,,1.1,32.6,Normal,,Cute Charm,Contact with the Pokemon may cause infatuation.,Normalize,All the Pokemon's moves become Normal type. The power of those moves is boosted a little.,Wonder Skin,Makes status moves more likely to miss.,25,75,Ruby / Sapphire,1,0,0,0,0,1,60,Fast,800000,140,70,70,65,65,55,55,90,Field,Fairy,15,300,Evolutionary Stone,Moon Stone,,
572,Minccino,Chinchilla Pokemon,,0.4,5.8,Normal,,Cute Charm,Contact with the Pokemon may cause infatuation.,Technician,Powers up the Pokemon's weaker moves.,Skill Link,Maximizes the number of times multi-strike moves hit.,25,75,Black / White,0,0,0,0,0,1,255,Fast,800000,60,70,55,50,40,40,40,75,Field,,15,,,,,
573,Cinccino,Scarf Pokemon,,0.5,7.5,Normal,,Cute Charm,Contact with the Pokemon may cause infatuation.,Technician,Powers up the Pokemon's weaker moves.,Skill Link,Maximizes the number of times multi-strike moves hit.,25,75,Black / White,0,0,0,0,0,2,60,Fast,800000,165,70,75,95,60,65,60,115,Field,,15,572,Evolutionary Stone,Shiny Stone,,
11,Metapod,Cocoon Pokemon,,0.7,9.9,Bug,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,,,50,50,Red / Blue / Yellow,0,0,2,0,0,0,120,Medium Fast,1000000,72,70,50,20,55,25,25,30,Bug,,15,10,Level Up,Level 7,,
14,Kakuna,Cocoon Pokemon,,0.6,10,Bug,Poison,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,,,50,50,Red / Blue / Yellow,0,0,2,0,0,0,120,Medium Fast,1000000,72,70,45,25,50,25,25,35,Bug,,15,13,Level Up,Level 7,,
247,Pupitar,Hard Shell Pokemon,,1.2,152,Rock,Ground,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,,,50,50,Gold / Silver / Crystal,0,2,0,0,0,0,45,Slow,1250000,144,35,70,84,70,65,70,51,Monster,,40,246,Level Up,Level 30,,
266,Silcoon,Cocoon Pokemon,,0.6,10,Bug,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,,,50,50,Ruby / Sapphire,0,0,2,0,0,0,120,Medium Fast,1000000,72,70,50,35,55,25,25,15,Bug,,15,265,Level Up,Level 7 (Based On Personality Value),,
268,Cascoon,Cocoon Pokemon,,0.7,11.5,Bug,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,,,50,50,Ruby / Sapphire,0,0,2,0,0,0,120,Medium Fast,1000000,72,70,50,35,55,25,25,15,Bug,,15,265,Level Up,Level 7 (Based On Personality Value),,
401,Kricketot,Cricket Pokemon,,0.3,2.2,Bug,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,Run Away,Enables a sure getaway from wild Pokemon.,50,50,Diamond / Pearl,0,0,1,0,0,0,255,Medium Slow,1059860,39,70,37,25,41,25,41,25,Bug,,15,,,,,
147,Dratini,Dragon Pokemon,,1.8,3.3,Dragon,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,Marvel Scale,The Pokemon's marvelous scales boost the Defense stat if it has a status condition.,50,50,Red / Blue / Yellow,0,1,0,0,0,0,45,Slow,1250000,60,35,41,64,45,50,50,50,Water 1,Dragon,40,,,,,
148,Dragonair,Dragon Pokemon,,4,16.5,Dragon,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,Marvel Scale,The Pokemon's marvelous scales boost the Defense stat if it has a status condition.,50,50,Red / Blue / Yellow,0,2,0,0,0,0,45,Slow,1250000,147,35,61,84,65,70,70,70,Water 1,Dragon,40,147,Level Up,Level 30,,
412,Burmy,Bagworm Pokemon,,0.2,3.4,Bug,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",50,50,Diamond / Pearl,0,0,0,0,1,0,120,Medium Fast,1000000,45,70,40,29,45,29,45,36,Bug,,15,,,,,
665,Spewpa,Scatterdust Pokemon,,0.3,8.4,Bug,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,Friend Guard,Reduces damage done to allies.,50,50,X / Y,0,0,2,0,0,0,120,Medium Fast,1000000,75,70,45,22,60,27,30,29,Bug,,15,664,Level Up,Level 9,,
336,Seviper,Fang Snake Pokemon,,2.7,52.5,Poison,,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,,,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",50,50,Ruby / Sapphire,0,1,0,1,0,0,90,Fluctuating,1640000,160,70,73,100,60,100,60,65,Field,Dragon,20,,,,,
559,Scraggy,Shedding Pokemon,,0.6,11.8,Dark,Fighting,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",50,50,Black / White,0,1,0,0,0,0,180,Medium Fast,1000000,70,35,50,75,70,35,70,48,Field,Dragon,15,,,,,
560,Scrafty,Hoodlum Pokemon,,1.1,30,Dark,Fighting,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",50,50,Black / White,0,0,1,0,1,0,90,Medium Fast,1000000,171,70,65,90,115,45,115,58,Field,Dragon,15,559,Level Up,Level 39,,
350,Milotic,Tender Pokemon,,6.2,162,Water,,Marvel Scale,The Pokemon's marvelous scales boost the Defense stat if it has a status condition.,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Cute Charm,Contact with the Pokemon may cause infatuation.,50,50,Ruby / Sapphire,0,0,0,0,2,0,60,Erratic,600000,189,70,95,60,79,100,125,81,Water 1,Dragon,20,349,Trade,Prism Scale,,
331,Cacnea,Cactus Pokemon,,0.4,51.3,Grass,,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,,,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",50,50,Ruby / Sapphire,0,0,0,1,0,0,190,Medium Slow,1059860,67,35,50,85,40,85,40,35,Grass,Human-Like,20,,,,,
332,Cacturne,Scarecrow Pokemon,,1.3,77.4,Grass,Dark,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,,,Water Absorb,"Restores HP if hit by a Water-type move, instead of taking damage.",50,50,Ruby / Sapphire,0,1,0,1,0,0,60,Medium Slow,1059860,166,35,70,115,60,115,60,55,Grass,Human-Like,20,331,Level Up,Level 32,,
443,Gible,Land Shark Pokemon,,0.7,20.5,Dragon,Ground,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,,,Rough Skin,This Pokemon inflicts damage with its rough skin to the attacker on contact.,50,50,Diamond / Pearl,0,1,0,0,0,0,45,Slow,1250000,60,70,58,70,45,40,45,42,Monster,Dragon,40,,,,,
444,Gabite,Cave Pokemon,,1.4,56,Dragon,Ground,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,,,Rough Skin,This Pokemon inflicts damage with its rough skin to the attacker on contact.,50,50,Diamond / Pearl,0,2,0,0,0,0,45,Slow,1250000,144,70,68,90,65,50,55,82,Monster,Dragon,40,443,Level Up,Level 24,,
445,Garchomp,Mach Pokemon,,1.9,95,Dragon,Ground,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,,,Rough Skin,This Pokemon inflicts damage with its rough skin to the attacker on contact.,50,50,Diamond / Pearl,0,3,0,0,0,0,45,Slow,1250000,270,70,108,130,95,80,85,102,Monster,Dragon,40,444,Level Up,Level 48,,
27,Sandshrew,Mouse Pokemon,,0.6,12,Ground,,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,,,Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,50,50,Red / Blue / Yellow,0,0,1,0,0,0,255,Medium Fast,1000000,60,70,50,75,85,20,30,40,Field,,20,,,,,
28,Sandslash,Mouse Pokemon,,1,29.5,Ground,,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,,,Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,50,50,Red / Blue / Yellow,0,0,2,0,0,0,90,Medium Fast,1000000,158,70,75,100,110,45,55,65,Field,,20,27,Level Up,Level 22,,
50,Diglett,Mole Pokemon,,0.2,0.8,Ground,,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,Arena Trap,Prevents opposing Pokemon from fleeing.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",50,50,Red / Blue / Yellow,0,0,0,0,0,1,255,Medium Fast,1000000,53,70,10,55,25,35,45,95,Field,,20,,,,,
51,Dugtrio,Mole Pokemon,,0.7,33.3,Ground,,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,Arena Trap,Prevents opposing Pokemon from fleeing.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",50,50,Red / Blue / Yellow,0,0,0,0,0,2,50,Medium Fast,1000000,149,70,35,100,50,50,70,120,Field,,20,50,Level Up,Level 26,,
248,Tyranitar,Armor Pokemon,,2,202,Rock,Dark,Sand Stream,The Pokemon summons a sandstorm when it enters a battle.,,,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Gold / Silver / Crystal,0,3,0,0,0,0,45,Slow,1250000,270,35,100,134,110,95,100,61,Monster,,40,247,Level Up,Level 55,,
449,Hippopotas,Hippo Pokemon,,0.8,49.5,Ground,,Sand Stream,The Pokemon summons a sandstorm when it enters a battle.,,,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",50,50,Diamond / Pearl,0,0,1,0,0,0,140,Slow,1250000,66,70,69,72,78,38,42,32,Field,,30,,,,,
450,Hippowdon,Heavyweight Pokemon,,2,300,Ground,,Sand Stream,The Pokemon summons a sandstorm when it enters a battle.,,,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",50,50,Diamond / Pearl,0,0,2,0,0,0,60,Slow,1250000,184,70,108,112,118,68,72,47,Field,,30,449,Level Up,Level 34,,
371,Bagon,Rock Head Pokemon,,0.6,42.1,Dragon,,Rock Head,Protects the Pokemon from recoil damage.,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,50,50,Ruby / Sapphire,0,1,0,0,0,0,45,Slow,1250000,60,35,45,75,60,40,30,50,Dragon,,40,,,,,
372,Shelgon,Endurance Pokemon,,1.1,110.5,Dragon,,Rock Head,Protects the Pokemon from recoil damage.,,,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",50,50,Ruby / Sapphire,0,0,2,0,0,0,45,Slow,1250000,147,35,65,95,100,60,50,50,Dragon,,40,371,Level Up,Level 30,,
104,Cubone,Lonely Pokemon,,0.4,6.5,Ground,,Rock Head,Protects the Pokemon from recoil damage.,Lightning Rod,"The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokemon from critical hits.,50,50,Red / Blue / Yellow,0,0,1,0,0,0,190,Medium Fast,1000000,64,70,50,50,95,40,50,35,Monster,,20,,,,,
105,Marowak,Bone Keeper Pokemon,,1,45,Ground,,Rock Head,Protects the Pokemon from recoil damage.,Lightning Rod,"The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Battle Armor,Hard armor protects the Pokemon from critical hits.,50,50,Red / Blue / Yellow,0,0,2,0,0,0,75,Medium Fast,1000000,149,70,60,80,110,50,80,45,Monster,,20,104,Level Up,Level 28,,
142,Aerodactyl,Fossil Pokemon,,1.8,59,Rock,Flying,Rock Head,Protects the Pokemon from recoil damage.,Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,87.5,12.5,Red / Blue / Yellow,0,0,0,0,0,2,45,Slow,1250000,180,70,80,105,65,60,75,130,Flying,,35,,,,,
208,Steelix,Iron Snake Pokemon,,9.2,400,Steel,Ground,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,50,50,Gold / Silver / Crystal,0,0,2,0,0,0,25,Medium Fast,1000000,179,70,75,85,200,55,65,30,Mineral,,25,95,Trade,Metal Coat,,
74,Geodude,Rock Pokemon,,0.4,20,Rock,Ground,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,50,50,Red / Blue / Yellow,0,0,1,0,0,0,255,Medium Slow,1059860,60,70,40,80,100,30,30,20,Mineral,,15,,,,,
75,Graveler,Rock Pokemon,,1,105,Rock,Ground,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,50,50,Red / Blue / Yellow,0,0,2,0,0,0,120,Medium Slow,1059860,137,70,55,95,115,45,45,35,Mineral,,15,74,Level Up,Level 25,,
76,Golem,Megaton Pokemon,,1.4,300,Rock,Ground,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,50,50,Red / Blue / Yellow,0,0,3,0,0,0,45,Medium Slow,1059860,223,70,80,120,130,55,65,45,Mineral,,15,75,Trade,,,
95,Onix,Rock Snake Pokemon,,8.8,210,Rock,Ground,Rock Head,Protects the Pokemon from recoil damage.,Sturdy,"It cannot be knocked out with one hit.  One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,50,50,Red / Blue / Yellow,0,0,1,0,0,0,45,Medium Fast,1000000,77,70,35,45,190,30,45,70,Mineral,,25,,,,,
577,Solosis,Cell Pokemon,,0.3,1,Psychic,,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",Magic Guard,The Pokemon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,50,50,Black / White,0,0,0,1,0,0,200,Medium Slow,1059860,58,70,45,30,40,105,50,20,Amorphous,,20,,,,,
578,Duosion,Mitosis Pokemon,,0.6,8,Psychic,,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",Magic Guard,The Pokemon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,50,50,Black / White,0,0,0,2,0,0,100,Medium Slow,1059860,130,70,65,40,50,125,60,30,Amorphous,,20,577,Level Up,Level 32,,
579,Reuniclus,Multiplying Pokemon,,1,20.1,Psychic,,Overcoat,"Protects the Pokemon from things like sand, hail, and powder.",Magic Guard,The Pokemon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,50,50,Black / White,0,0,0,3,0,0,50,Medium Slow,1059860,221,70,110,65,75,125,85,30,Amorphous,,20,578,Level Up,Level 41,,
318,Carvanha,Savage Pokemon,,0.8,20.8,Water,Dark,Rough Skin,This Pokemon inflicts damage with its rough skin to the attacker on contact.,,,Speed Boost,Its Speed stat is boosted every turn,50,50,Ruby / Sapphire,0,1,0,0,0,0,225,Slow,1250000,61,35,45,90,20,65,20,65,Water 2,,20,,,,,
